Test Case: H100PCIE_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  256  | 512  | N/A |  0  |  8  |   1   |  1   |    [[256, 512]]    | bf16  |       1.5        |       1.52        |       1.55       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  512  | 512  | N/A |  0  |  8  |   1   |  1   |    [[512, 512]]    | bf16  |       1.5        |       1.52        |       1.55       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
| 1024  | 512  | N/A |  0  |  8  |   1   |  1   |   [[1024, 512]]    | bf16  |       1.49       |       1.51        |       1.52       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
| 2048  | 512  | N/A |  0  |  8  |   1   |  1   |   [[2048, 512]]    | bf16  |       1.49       |       1.51        |       1.53       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
| 4096  | 512  | N/A |  0  |  8  |   1   |  1   |   [[4096, 512]]    | bf16  |       1.51       |       1.53        |       1.55       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    138.88%    |
| 8192  | 512  | N/A |  0  |  8  |   1   |  1   |   [[8192, 512]]    | bf16  |       1.49       |        1.5        |       1.51       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
| 16384 | 512  | N/A |  0  |  8  |   1   |  1   |   [[16384, 512]]   | bf16  |       1.5        |       1.52        |       1.53       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 32768 | 512  | N/A |  0  |  8  |   1   |  1   |   [[32768, 512]]   | bf16  |       1.47       |       1.49        |       1.51       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1141.31%    |
|  32   | 768  | N/A |  0  |  8  |   1   |  1   |    [[32, 768]]     | bf16  |       0.45       |       0.48        |       0.48       |        2.03        | 0.00e+00 | 2.46e+04 |        0%        |     5.46%     |
|  64   | 768  | N/A |  0  |  8  |   1   |  1   |    [[64, 768]]     | bf16  |       0.5        |       0.53        |       0.54       |        2.06        | 0.00e+00 | 4.92e+04 |        0%        |     9.83%     |
|  128  | 768  | N/A |  0  |  8  |   1   |  1   |    [[128, 768]]    | bf16  |       0.47       |       0.49        |       0.5        |        2.12        | 0.00e+00 | 9.83e+04 |        0%        |    20.92%     |
|  256  | 768  | N/A |  0  |  8  |   1   |  1   |    [[256, 768]]    | bf16  |       0.49       |        0.5        |       0.52       |        2.25        | 0.00e+00 | 1.97e+05 |        0%        |    40.12%     |
|  512  | 768  | N/A |  0  |  8  |   1   |  1   |    [[512, 768]]    | bf16  |       1.5        |       1.53        |       1.54       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.21%     |
| 1024  | 768  | N/A |  0  |  8  |   1   |  1   |   [[1024, 768]]    | bf16  |       1.49       |       1.51        |       1.53       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    52.78%     |
| 2048  | 768  | N/A |  0  |  8  |   1   |  1   |   [[2048, 768]]    | bf16  |       1.48       |       1.51        |       1.53       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    106.27%    |
| 4096  | 768  | N/A |  0  |  8  |   1   |  1   |   [[4096, 768]]    | bf16  |       1.5        |       1.53        |       1.56       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    209.72%    |
| 8192  | 768  | N/A |  0  |  8  |   1   |  1   |   [[8192, 768]]    | bf16  |       1.48       |       1.51        |       1.53       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    425.1%     |
| 16384 | 768  | N/A |  0  |  8  |   1   |  1   |   [[16384, 768]]   | bf16  |       1.5        |       1.52        |       1.55       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    838.86%    |
| 32768 | 768  | N/A |  0  |  8  |   1   |  1   |   [[32768, 768]]   | bf16  |       1.48       |        1.5        |       1.51       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |   1700.39%    |
|  32   | 2048 | N/A |  0  |  8  |   1   |  1   |    [[32, 2048]]    | bf16  |       1.51       |       1.52        |       1.55       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.34%     |
|  64   | 2048 | N/A |  0  |  8  |   1   |  1   |    [[64, 2048]]    | bf16  |       1.49       |       1.51        |       1.53       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
|  128  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[128, 2048]]    | bf16  |       1.5        |       1.53        |       1.56       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  256  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[256, 2048]]    | bf16  |       1.49       |       1.51        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
|  512  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[512, 2048]]    | bf16  |       1.49       |       1.51        |       1.53       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
| 1024  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[1024, 2048]]   | bf16  |       1.48       |        1.5        |       1.51       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
| 2048  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[2048, 2048]]   | bf16  |       1.49       |       1.53        |       1.56       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
| 4096  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[4096, 2048]]   | bf16  |       1.49       |       1.51        |       1.56       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    562.99%    |
| 8192  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[8192, 2048]]   | bf16  |       1.48       |       1.51        |       1.55       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    1133.6%    |
| 16384 | 2048 | N/A |  0  |  8  |   1   |  1   |  [[16384, 2048]]   | bf16  |       1.48       |        1.5        |       1.54       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2267.19%    |
| 32768 | 2048 | N/A |  0  |  8  |   1   |  1   |  [[32768, 2048]]   | bf16  |       1.5        |       1.52        |       1.54       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4473.92%    |
|  32   | 3072 | N/A |  0  |  8  |   1   |  1   |    [[32, 3072]]    | bf16  |       1.5        |       1.52        |       1.57       |        2.12        | 0.00e+00 | 9.83e+04 |        0%        |     6.55%     |
|  64   | 3072 | N/A |  0  |  8  |   1   |  1   |    [[64, 3072]]    | bf16  |       1.51       |       1.53        |       1.56       |        2.25        | 0.00e+00 | 1.97e+05 |        0%        |    13.02%     |
|  128  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[128, 3072]]    | bf16  |       1.47       |        1.5        |       1.52       |        2.49        | 0.00e+00 | 3.93e+05 |        0%        |    26.75%     |
|  256  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[256, 3072]]    | bf16  |       1.51       |       1.52        |       1.53       |        2.98        | 0.00e+00 | 7.86e+05 |        0%        |    52.08%     |
|  512  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[512, 3072]]    | bf16  |       1.48       |        1.5        |       1.51       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    106.27%    |
| 1024  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[1024, 3072]]   | bf16  |       1.49       |       1.52        |       1.55       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    211.12%    |
| 2048  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[2048, 3072]]   | bf16  |       1.49       |       1.51        |       1.53       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    422.25%    |
| 4096  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[4096, 3072]]   | bf16  |       1.49       |       1.51        |       1.53       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    844.49%    |
| 8192  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[8192, 3072]]   | bf16  |       1.48       |        1.5        |       1.52       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |   1700.39%    |
| 16384 | 3072 | N/A |  0  |  8  |   1   |  1   |  [[16384, 3072]]   | bf16  |       1.48       |       1.51        |       1.54       |       64.91        | 0.00e+00 | 5.03e+07 |        0%        |   3400.79%    |
| 32768 | 3072 | N/A |  0  |  8  |   1   |  1   |  [[32768, 3072]]   | bf16  |       1.49       |       1.51        |       1.53       |       127.83       | 0.00e+00 | 1.01e+08 |        0%        |   6755.93%    |
|  32   | 4096 | N/A |  0  |  8  |   1   |  1   |    [[32, 4096]]    | bf16  |       1.5        |       1.52        |       1.55       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  64   | 4096 | N/A |  0  |  8  |   1   |  1   |    [[64, 4096]]    | bf16  |       1.5        |       1.51        |       1.52       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  128  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[128, 4096]]    | bf16  |       1.51       |       1.53        |       1.55       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.72%     |
|  256  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[256, 4096]]    | bf16  |       1.51       |       1.52        |       1.54       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.44%     |
|  512  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[512, 4096]]    | bf16  |       1.5        |       1.52        |       1.54       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 1024  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[1024, 4096]]   | bf16  |       1.46       |       1.47        |       1.5        |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    287.28%    |
| 2048  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[2048, 4096]]   | bf16  |       1.49       |       1.51        |       1.52       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    562.99%    |
| 4096  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[4096, 4096]]   | bf16  |       1.47       |        1.5        |       1.53       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1141.31%    |
| 8192  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[8192, 4096]]   | bf16  |       1.49       |       1.51        |       1.53       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2251.98%    |
| 16384 | 4096 | N/A |  0  |  8  |   1   |  1   |  [[16384, 4096]]   | bf16  |       1.49       |       1.51        |       1.53       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4503.95%    |
| 32768 | 4096 | N/A |  0  |  8  |   1   |  1   |  [[32768, 4096]]   | bf16  |       1.49       |       1.52        |       1.54       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    9007.9%    |
|  32   | 8192 | N/A |  0  |  8  |   1   |  1   |    [[32, 8192]]    | bf16  |       1.5        |       1.52        |       1.55       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  64   | 8192 | N/A |  0  |  8  |   1   |  1   |    [[64, 8192]]    | bf16  |       1.49       |       1.51        |       1.53       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
|  128  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[128, 8192]]    | bf16  |       1.51       |       1.53        |       1.55       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.44%     |
|  256  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[256, 8192]]    | bf16  |       1.5        |       1.51        |       1.54       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
|  512  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[512, 8192]]    | bf16  |       1.49       |        1.5        |       1.52       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
| 1024  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[1024, 8192]]   | bf16  |       1.48       |       1.51        |       1.56       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    566.8%     |
| 2048  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[2048, 8192]]   | bf16  |       1.51       |       1.53        |       1.54       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1111.07%    |
| 4096  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[4096, 8192]]   | bf16  |       1.49       |       1.51        |       1.53       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2251.98%    |
| 8192  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[8192, 8192]]   | bf16  |       1.48       |        1.5        |       1.52       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4534.38%    |
| 16384 | 8192 | N/A |  0  |  8  |   1   |  1   |  [[16384, 8192]]   | bf16  |       1.49       |       1.51        |       1.52       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    9007.9%    |
| 32768 | 8192 | N/A |  0  |  8  |   1   |  1   |  [[32768, 8192]]   | bf16  |       1.5        |       1.51        |       1.52       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |   17895.7%    |
|  32   |  32  | N/A |  0  |  8  |   4   |  1   |     [[32, 32]]     | bf16  |       1.47       |        1.5        |       1.53       |        2.0         | 0.00e+00 | 1.02e+03 |        0%        |     0.07%     |
|  64   |  32  | N/A |  0  |  8  |   4   |  1   |     [[64, 32]]     | bf16  |       1.5        |       1.53        |       1.57       |        2.0         | 0.00e+00 | 2.05e+03 |        0%        |     0.14%     |
|  128  |  32  | N/A |  0  |  8  |   4   |  1   |    [[128, 32]]     | bf16  |       1.5        |       1.52        |       1.54       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  256  |  32  | N/A |  0  |  8  |   4   |  1   |    [[256, 32]]     | bf16  |       1.48       |        1.5        |       1.52       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  512  |  32  | N/A |  0  |  8  |   4   |  1   |    [[512, 32]]     | bf16  |       1.5        |       1.51        |       1.52       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.09%     |
| 1024  |  32  | N/A |  0  |  8  |   4   |  1   |    [[1024, 32]]    | bf16  |       1.49       |       1.53        |       1.59       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.2%      |
| 2048  |  32  | N/A |  0  |  8  |   4   |  1   |    [[2048, 32]]    | bf16  |       1.5        |       1.52        |       1.53       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
| 4096  |  32  | N/A |  0  |  8  |   4   |  1   |    [[4096, 32]]    | bf16  |       1.49       |       1.51        |       1.53       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
| 8192  |  32  | N/A |  0  |  8  |   4   |  1   |    [[8192, 32]]    | bf16  |       1.51       |       1.52        |       1.54       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.36%     |
| 16384 |  32  | N/A |  0  |  8  |   4   |  1   |   [[16384, 32]]    | bf16  |       1.49       |       1.51        |       1.52       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
| 32768 |  32  | N/A |  0  |  8  |   4   |  1   |   [[32768, 32]]    | bf16  |       1.51       |       1.52        |       1.53       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.44%     |
