Test Case: H20SXM_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  256  | 512  | N/A |  0  |  8  |   1   |  1   |    [[256, 512]]    | bf16  |       0.75       |       0.77        |       0.8        |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  512  | 512  | N/A |  0  |  8  |   1   |  1   |    [[512, 512]]    | bf16  |       0.33       |       0.37        |       0.4        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    39.72%     |
| 1024  | 512  | N/A |  0  |  8  |   1   |  1   |   [[1024, 512]]    | bf16  |       0.74       |       0.76        |       0.81       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
| 2048  | 512  | N/A |  0  |  8  |   1   |  1   |   [[2048, 512]]    | bf16  |       0.75       |       0.76        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 4096  | 512  | N/A |  0  |  8  |   1   |  1   |   [[4096, 512]]    | bf16  |       0.75       |       0.77        |       0.83       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 8192  | 512  | N/A |  0  |  8  |   1   |  1   |   [[8192, 512]]    | bf16  |       0.75       |       0.77        |       0.81       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
| 16384 | 512  | N/A |  0  |  8  |   1   |  1   |   [[16384, 512]]   | bf16  |       0.75       |       0.77        |       0.79       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 32768 | 512  | N/A |  0  |  8  |   1   |  1   |   [[32768, 512]]   | bf16  |       0.76       |       0.79        |       0.83       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1103.76%    |
|  32   | 768  | N/A |  0  |  8  |   1   |  1   |    [[32, 768]]     | bf16  |       0.75       |       0.79        |       0.82       |        2.02        | 0.00e+00 | 2.46e+04 |        0%        |     1.64%     |
|  64   | 768  | N/A |  0  |  8  |   1   |  1   |    [[64, 768]]     | bf16  |       0.73       |       0.77        |       0.79       |        2.03        | 0.00e+00 | 4.92e+04 |        0%        |     3.37%     |
|  128  | 768  | N/A |  0  |  8  |   1   |  1   |    [[128, 768]]    | bf16  |       0.75       |       0.77        |       0.83       |        2.06        | 0.00e+00 | 9.83e+04 |        0%        |     6.55%     |
|  256  | 768  | N/A |  0  |  8  |   1   |  1   |    [[256, 768]]    | bf16  |       0.75       |       0.76        |       0.8        |        2.12        | 0.00e+00 | 1.97e+05 |        0%        |    13.11%     |
|  512  | 768  | N/A |  0  |  8  |   1   |  1   |    [[512, 768]]    | bf16  |       0.74       |       0.78        |       0.81       |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |    26.57%     |
| 1024  | 768  | N/A |  0  |  8  |   1   |  1   |   [[1024, 768]]    | bf16  |       0.74       |       0.76        |       0.79       |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    53.14%     |
| 2048  | 768  | N/A |  0  |  8  |   1   |  1   |   [[2048, 768]]    | bf16  |       0.75       |       0.78        |       0.83       |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    104.86%    |
| 4096  | 768  | N/A |  0  |  8  |   1   |  1   |   [[4096, 768]]    | bf16  |       0.74       |       0.76        |       0.79       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    212.55%    |
| 8192  | 768  | N/A |  0  |  8  |   1   |  1   |   [[8192, 768]]    | bf16  |       0.76       |       0.79        |       0.86       |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    413.91%    |
| 16384 | 768  | N/A |  0  |  8  |   1   |  1   |   [[16384, 768]]   | bf16  |       0.75       |       0.77        |       0.8        |        9.86        | 0.00e+00 | 1.26e+07 |        0%        |    838.86%    |
| 32768 | 768  | N/A |  0  |  8  |   1   |  1   |   [[32768, 768]]   | bf16  |       0.74       |       0.77        |       0.8        |       17.73        | 0.00e+00 | 2.52e+07 |        0%        |   1700.39%    |
|  32   | 2048 | N/A |  0  |  8  |   1   |  1   |    [[32, 2048]]    | bf16  |       0.75       |       0.78        |       0.81       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  64   | 2048 | N/A |  0  |  8  |   1   |  1   |    [[64, 2048]]    | bf16  |       0.75       |       0.77        |       0.82       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  128  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[128, 2048]]    | bf16  |       0.75       |       0.76        |       0.79       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  256  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[256, 2048]]    | bf16  |       0.75       |       0.78        |       0.83       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  512  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[512, 2048]]    | bf16  |       0.74       |       0.76        |       0.81       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
| 1024  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[1024, 2048]]   | bf16  |       0.76       |       0.77        |       0.79       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    137.97%    |
| 2048  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[2048, 2048]]   | bf16  |       0.76       |       0.78        |       0.8        |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    275.94%    |
| 4096  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[4096, 2048]]   | bf16  |       0.75       |       0.76        |       0.79       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 8192  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[8192, 2048]]   | bf16  |       0.74       |       0.76        |       0.78       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |    1133.6%    |
| 16384 | 2048 | N/A |  0  |  8  |   1   |  1   |  [[16384, 2048]]   | bf16  |       0.75       |       0.77        |       0.82       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |   2236.96%    |
| 32768 | 2048 | N/A |  0  |  8  |   1   |  1   |  [[32768, 2048]]   | bf16  |       0.74       |       0.78        |       0.87       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |   4534.38%    |
|  32   | 3072 | N/A |  0  |  8  |   1   |  1   |    [[32, 3072]]    | bf16  |       0.75       |       0.77        |       0.81       |        2.06        | 0.00e+00 | 9.83e+04 |        0%        |     6.55%     |
|  64   | 3072 | N/A |  0  |  8  |   1   |  1   |    [[64, 3072]]    | bf16  |       0.74       |       0.77        |       0.82       |        2.12        | 0.00e+00 | 1.97e+05 |        0%        |    13.28%     |
|  128  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[128, 3072]]    | bf16  |       0.74       |       0.76        |       0.78       |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |    26.57%     |
|  256  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[256, 3072]]    | bf16  |       0.75       |       0.77        |       0.8        |        2.49        | 0.00e+00 | 7.86e+05 |        0%        |    52.43%     |
|  512  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[512, 3072]]    | bf16  |       0.74       |       0.78        |       0.83       |        2.98        | 0.00e+00 | 1.57e+06 |        0%        |    106.27%    |
| 1024  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[1024, 3072]]   | bf16  |       0.74       |       0.77        |       0.82       |        3.97        | 0.00e+00 | 3.15e+06 |        0%        |    212.55%    |
| 2048  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[2048, 3072]]   | bf16  |       0.75       |       0.77        |       0.8        |        5.93        | 0.00e+00 | 6.29e+06 |        0%        |    419.43%    |
| 4096  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[4096, 3072]]   | bf16  |       0.75       |       0.76        |       0.79       |        9.86        | 0.00e+00 | 1.26e+07 |        0%        |    838.86%    |
| 8192  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[8192, 3072]]   | bf16  |       0.75       |       0.78        |       0.81       |       17.73        | 0.00e+00 | 2.52e+07 |        0%        |   1677.72%    |
| 16384 | 3072 | N/A |  0  |  8  |   1   |  1   |  [[16384, 3072]]   | bf16  |       0.74       |       0.76        |       0.79       |       33.46        | 0.00e+00 | 5.03e+07 |        0%        |   3400.79%    |
| 32768 | 3072 | N/A |  0  |  8  |   1   |  1   |  [[32768, 3072]]   | bf16  |       0.76       |       0.78        |       0.85       |       64.91        | 0.00e+00 | 1.01e+08 |        0%        |   6622.59%    |
|  32   | 4096 | N/A |  0  |  8  |   1   |  1   |    [[32, 4096]]    | bf16  |       0.75       |       0.77        |       0.79       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  64   | 4096 | N/A |  0  |  8  |   1   |  1   |    [[64, 4096]]    | bf16  |       0.75       |       0.77        |       0.82       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  128  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[128, 4096]]    | bf16  |       0.74       |       0.76        |       0.8        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
|  256  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[256, 4096]]    | bf16  |       0.75       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
|  512  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[512, 4096]]    | bf16  |       0.76       |       0.77        |       0.79       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    137.97%    |
| 1024  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[1024, 4096]]   | bf16  |       0.73       |       0.77        |       0.81       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    287.28%    |
| 2048  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[2048, 4096]]   | bf16  |       0.74       |       0.77        |       0.79       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    566.8%     |
| 4096  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[4096, 4096]]   | bf16  |       0.75       |       0.79        |       0.87       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
| 8192  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[8192, 4096]]   | bf16  |       0.75       |       0.77        |       0.8        |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |   2236.96%    |
| 16384 | 4096 | N/A |  0  |  8  |   1   |  1   |  [[16384, 4096]]   | bf16  |       0.76       |       0.78        |       0.8        |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |   4415.06%    |
| 32768 | 4096 | N/A |  0  |  8  |   1   |  1   |  [[32768, 4096]]   | bf16  |       0.74       |       0.78        |       0.82       |       85.89        | 0.00e+00 | 1.34e+08 |        0%        |   9068.77%    |
|  32   | 8192 | N/A |  0  |  8  |   1   |  1   |    [[32, 8192]]    | bf16  |       0.71       |       0.76        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    18.46%     |
|  64   | 8192 | N/A |  0  |  8  |   1   |  1   |    [[64, 8192]]    | bf16  |       0.75       |       0.77        |       0.79       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  128  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[128, 8192]]    | bf16  |       0.75       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
|  256  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[256, 8192]]    | bf16  |       0.75       |       0.77        |       0.8        |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
|  512  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[512, 8192]]    | bf16  |       0.74       |       0.78        |       0.8        |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
| 1024  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[1024, 8192]]   | bf16  |       0.75       |       0.78        |       0.83       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 2048  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[2048, 8192]]   | bf16  |       0.74       |       0.76        |       0.77       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |    1133.6%    |
| 4096  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[4096, 8192]]   | bf16  |       0.75       |       0.77        |       0.81       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |   2236.96%    |
| 8192  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[8192, 8192]]   | bf16  |       0.75       |       0.77        |       0.81       |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |   4473.92%    |
| 16384 | 8192 | N/A |  0  |  8  |   1   |  1   |  [[16384, 8192]]   | bf16  |       0.74       |       0.76        |       0.79       |       85.89        | 0.00e+00 | 1.34e+08 |        0%        |   9068.77%    |
| 32768 | 8192 | N/A |  0  |  8  |   1   |  1   |  [[32768, 8192]]   | bf16  |       0.73       |       0.76        |       0.78       |       169.77       | 0.00e+00 | 2.68e+08 |        0%        |   18385.99%   |
|  32   |  32  | N/A |  0  |  8  |   4   |  1   |     [[32, 32]]     | bf16  |       0.75       |       0.78        |       0.84       |        2.0         | 0.00e+00 | 1.02e+03 |        0%        |     0.07%     |
|  64   |  32  | N/A |  0  |  8  |   4   |  1   |     [[64, 32]]     | bf16  |       0.76       |       0.78        |       0.8        |        2.0         | 0.00e+00 | 2.05e+03 |        0%        |     0.13%     |
|  128  |  32  | N/A |  0  |  8  |   4   |  1   |    [[128, 32]]     | bf16  |       0.76       |       0.78        |       0.84       |        2.0         | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  256  |  32  | N/A |  0  |  8  |   4   |  1   |    [[256, 32]]     | bf16  |       0.75       |       0.77        |       0.81       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  512  |  32  | N/A |  0  |  8  |   4   |  1   |    [[512, 32]]     | bf16  |       0.76       |       0.78        |       0.82       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.08%     |
| 1024  |  32  | N/A |  0  |  8  |   4   |  1   |    [[1024, 32]]    | bf16  |       0.75       |       0.77        |       0.79       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
| 2048  |  32  | N/A |  0  |  8  |   4   |  1   |    [[2048, 32]]    | bf16  |       0.73       |       0.76        |       0.79       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.49%     |
| 4096  |  32  | N/A |  0  |  8  |   4   |  1   |    [[4096, 32]]    | bf16  |       0.75       |       0.79        |       0.83       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
| 8192  |  32  | N/A |  0  |  8  |   4   |  1   |    [[8192, 32]]    | bf16  |       0.73       |       0.75        |       0.79       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.96%     |
| 16384 |  32  | N/A |  0  |  8  |   4   |  1   |   [[16384, 32]]    | bf16  |       0.75       |       0.77        |       0.79       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
| 32768 |  32  | N/A |  0  |  8  |   4   |  1   |   [[32768, 32]]    | bf16  |       0.73       |       0.76        |       0.79       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    71.82%     |
