Test Case: B200_aten-slice
|  M   |  N   | start | end |   _tensor    | step | dim | dtype | duration_mean(us) | duration_min(us) | duration_max(us) | theory_latency(us) |
| 4096 | 128  |   4   | -1  | [4096, 128]  |  1   |  0  | fp16  |       88.41       |      87.68       |      89.33       |        9.87        |
|  1   | 1024 |   4   | -1  |  [1, 1024]   |  1   |  0  | fp16  |       88.93       |      88.38       |      89.72       |       17.73        |
|  2   | 1024 |   4   | -1  |  [2, 1024]   |  1   |  0  | fp16  |       89.13       |      88.76       |      89.55       |       33.47        |
|  8   | 1024 |   4   | -1  |  [8, 1024]   |  1   |  0  | fp16  |       88.66       |      88.21       |      89.15       |       64.94        |
| 128  | 1024 |   4   | -1  | [128, 1024]  |  1   |  0  | fp16  |       89.2        |      88.13       |      89.81       |       17.73        |
| 1024 | 1024 |   4   | -1  | [1024, 1024] |  1   |  0  | fp16  |       88.96       |      88.51       |      89.55       |       33.46        |
| 4096 | 1024 |   4   | -1  | [4096, 1024] |  1   |  0  | fp16  |       88.94       |       88.3       |       90.0       |       64.93        |
|  1   | 8192 |   4   | -1  |  [1, 8192]   |  1   |  0  | fp16  |       89.17       |      88.24       |      90.03       |       127.85       |
|  2   | 8192 |   4   | -1  |  [2, 8192]   |  1   |  0  | fp16  |       89.22       |      88.41       |      90.01       |        3.97        |
|  8   | 8192 |   4   | -1  |  [8, 8192]   |  1   |  0  | fp16  |       88.31       |      88.02       |      88.54       |        5.94        |
| 128  | 8192 |   4   | -1  | [128, 8192]  |  1   |  0  | fp16  |       88.86       |       88.4       |      89.58       |        9.88        |
| 1024 | 8192 |   4   | -1  | [1024, 8192] |  1   |  0  | fp16  |       90.21       |      89.49       |      91.03       |       17.75        |
| 4096 | 8192 |   4   | -1  | [4096, 8192] |  1   |  0  | fp16  |       90.28       |      89.27       |      90.99       |        5.94        |
|  1   |  32  |   0   |  8  |   [1, 32]    |  1   |  1  | fp16  |       89.86       |      89.17       |      90.69       |        9.87        |
|  2   |  32  |   0   |  8  |   [2, 32]    |  1   |  1  | fp16  |       89.7        |      89.19       |      90.38       |       17.74        |
|  8   |  32  |   0   |  8  |   [8, 32]    |  1   |  1  | fp16  |       90.28       |      89.74       |      90.75       |       33.48        |
| 128  |  32  |   0   |  8  |  [128, 32]   |  1   |  1  | fp16  |       90.72       |      90.02       |      91.37       |        9.87        |
| 1024 |  32  |   0   |  8  |  [1024, 32]  |  1   |  1  | fp16  |       88.9        |       88.2       |      89.87       |       17.73        |
| 4096 |  32  |   0   |  8  |  [4096, 32]  |  1   |  1  | fp16  |       89.33       |      88.83       |      90.12       |       33.47        |
|  1   | 128  |   0   |  8  |   [1, 128]   |  1   |  1  | fp16  |       88.78       |      87.88       |      89.96       |       64.94        |
|  2   | 128  |   0   |  8  |   [2, 128]   |  1   |  1  | fp16  |       88.85       |      87.35       |      89.73       |       17.73        |
|  8   | 128  |   0   |  8  |   [8, 128]   |  1   |  1  | fp16  |       88.42       |      87.52       |      89.15       |       33.46        |
| 128  | 128  |   0   |  8  |  [128, 128]  |  1   |  1  | fp16  |       89.02       |      88.74       |      89.37       |       64.93        |
| 1024 | 128  |   0   |  8  | [1024, 128]  |  1   |  1  | fp16  |       87.99       |      87.12       |      88.98       |       127.85       |
| 4096 | 128  |   0   |  8  | [4096, 128]  |  1   |  1  | fp16  |       88.93       |      88.44       |      89.33       |       33.46        |
|  1   | 1024 |   0   |  8  |  [1, 1024]   |  1   |  1  | fp16  |       88.41       |      87.71       |      88.94       |       64.92        |
|  2   | 1024 |   0   |  8  |  [2, 1024]   |  1   |  1  | fp16  |       87.99       |       87.2       |      89.04       |       127.84       |
|  8   | 1024 |   0   |  8  |  [8, 1024]   |  1   |  1  | fp16  |       88.12       |      86.95       |      88.53       |       253.68       |
| 128  | 1024 |   0   |  8  | [128, 1024]  |  1   |  1  | fp16  |       88.32       |      87.53       |      89.04       |       64.92        |
| 1024 | 1024 |   0   |  8  | [1024, 1024] |  1   |  1  | fp16  |       88.28       |      87.84       |      88.88       |       127.83       |
| 4096 | 1024 |   0   |  8  | [4096, 1024] |  1   |  1  | fp16  |       88.6        |      88.07       |      89.15       |       253.67       |
|  1   | 8192 |   0   |  8  |  [1, 8192]   |  1   |  1  | fp16  |       87.87       |      86.77       |      88.84       |       505.34       |
|  2   | 8192 |   0   |  8  |  [2, 8192]   |  1   |  1  | fp16  |       88.41       |      87.95       |      88.82       |        5.94        |
|  8   | 8192 |   0   |  8  |  [8, 8192]   |  1   |  1  | fp16  |       88.67       |      88.25       |      89.12       |        9.87        |
| 128  | 8192 |   0   |  8  | [128, 8192]  |  1   |  1  | fp16  |       88.01       |      87.33       |       88.8       |       17.74        |
| 1024 | 8192 |   0   |  8  | [1024, 8192] |  1   |  1  | fp16  |       88.24       |      87.48       |      88.96       |       33.48        |
| 4096 | 8192 |   0   |  8  | [4096, 8192] |  1   |  1  | fp16  |       88.09       |      86.98       |      88.65       |        9.87        |
|  1   |  32  |   1   |  8  |   [1, 32]    |  1   |  1  | fp16  |       88.27       |      87.69       |      88.71       |       17.73        |
|  2   |  32  |   1   |  8  |   [2, 32]    |  1   |  1  | fp16  |       88.56       |      87.71       |       89.0       |       33.47        |
|  8   |  32  |   1   |  8  |   [8, 32]    |  1   |  1  | fp16  |       88.82       |      87.73       |      89.82       |       64.94        |
| 128  |  32  |   1   |  8  |  [128, 32]   |  1   |  1  | fp16  |       88.01       |      87.19       |      88.68       |       17.73        |
| 1024 |  32  |   1   |  8  |  [1024, 32]  |  1   |  1  | fp16  |       88.35       |       87.6       |      89.05       |       33.46        |
| 4096 |  32  |   1   |  8  |  [4096, 32]  |  1   |  1  | fp16  |       89.07       |      87.31       |      90.02       |       64.93        |
|  1   | 128  |   1   |  8  |   [1, 128]   |  1   |  1  | fp16  |       87.73       |      87.27       |      88.14       |       127.85       |
|  2   | 128  |   1   |  8  |   [2, 128]   |  1   |  1  | fp16  |       88.72       |      87.84       |      89.18       |       33.46        |
|  8   | 128  |   1   |  8  |   [8, 128]   |  1   |  1  | fp16  |       88.51       |      88.04       |       89.0       |       64.92        |
| 128  | 128  |   1   |  8  |  [128, 128]  |  1   |  1  | fp16  |       88.47       |      87.85       |      88.77       |       127.84       |
| 1024 | 128  |   1   |  8  | [1024, 128]  |  1   |  1  | fp16  |       88.36       |      87.23       |      89.06       |       253.68       |
| 4096 | 128  |   1   |  8  | [4096, 128]  |  1   |  1  | fp16  |       88.55       |      88.31       |      88.73       |       64.92        |
|  1   | 1024 |   1   |  8  |  [1, 1024]   |  1   |  1  | fp16  |       88.73       |      87.88       |      89.57       |       127.83       |
|  2   | 1024 |   1   |  8  |  [2, 1024]   |  1   |  1  | fp16  |       88.8        |      88.18       |      89.38       |       253.67       |
|  8   | 1024 |   1   |  8  |  [8, 1024]   |  1   |  1  | fp16  |       89.22       |      88.57       |      89.94       |       505.34       |
| 128  | 1024 |   1   |  8  | [128, 1024]  |  1   |  1  | fp16  |       89.57       |      88.45       |      90.08       |       127.83       |
| 1024 | 1024 |   1   |  8  | [1024, 1024] |  1   |  1  | fp16  |       89.34       |      88.44       |      90.08       |       253.66       |
| 4096 | 1024 |   1   |  8  | [4096, 1024] |  1   |  1  | fp16  |       88.55       |      88.05       |       89.5       |       505.33       |
|  1   | 8192 |   1   |  8  |  [1, 8192]   |  1   |  1  | fp16  |       88.98       |      88.26       |      89.44       |      1008.66       |
|  2   | 8192 |   1   |  8  |  [2, 8192]   |  1   |  1  | fp16  |       88.64       |      87.92       |       89.0       |        2.66        |
|  8   | 8192 |   1   |  8  |  [8, 8192]   |  1   |  1  | fp16  |       88.59       |      87.87       |       89.7       |        3.32        |
| 128  | 8192 |   1   |  8  | [128, 8192]  |  1   |  1  | fp16  |       88.82       |      88.05       |      89.22       |        4.65        |
| 1024 | 8192 |   1   |  8  | [1024, 8192] |  1   |  1  | fp16  |       89.26       |      88.08       |      92.04       |        7.29        |
| 4096 | 8192 |   1   |  8  | [4096, 8192] |  1   |  1  | fp16  |       88.76       |      87.81       |      90.49       |        3.32        |
|  1   |  32  |   4   |  8  |   [1, 32]    |  1   |  1  | fp16  |       88.4        |      87.74       |       89.0       |        4.64        |
|  2   |  32  |   4   |  8  |   [2, 32]    |  1   |  1  | fp16  |       87.99       |      87.45       |      88.46       |        7.28        |
|  8   |  32  |   4   |  8  |   [8, 32]    |  1   |  1  | fp16  |       88.77       |      87.66       |       89.7       |       12.56        |
| 128  |  32  |   4   |  8  |  [128, 32]   |  1   |  1  | fp16  |       89.46       |      88.92       |      89.87       |        4.64        |
| 1024 |  32  |   4   |  8  |  [1024, 32]  |  1   |  1  | fp16  |       88.55       |      88.08       |      89.05       |        7.27        |
| 4096 |  32  |   4   |  8  |  [4096, 32]  |  1   |  1  | fp16  |       88.83       |      88.13       |      89.51       |       12.54        |
|  1   | 128  |   4   |  8  |   [1, 128]   |  1   |  1  | fp16  |       89.08       |      87.84       |      89.78       |       23.08        |
|  2   | 128  |   4   |  8  |   [2, 128]   |  1   |  1  | fp16  |       88.2        |      87.36       |      88.87       |        7.27        |
|  8   | 128  |   4   |  8  |   [8, 128]   |  1   |  1  | fp16  |       88.41       |      87.73       |      89.08       |       12.53        |
| 128  | 128  |   4   |  8  |  [128, 128]  |  1   |  1  | fp16  |       88.86       |      88.17       |      89.56       |       23.07        |
| 1024 | 128  |   4   |  8  | [1024, 128]  |  1   |  1  | fp16  |       88.5        |       87.4       |      89.76       |       44.14        |
| 4096 | 128  |   4   |  8  | [4096, 128]  |  1   |  1  | fp16  |       88.96       |      88.47       |      89.78       |       12.53        |
|  1   | 1024 |   4   |  8  |  [1, 1024]   |  1   |  1  | fp16  |       89.02       |      88.56       |      89.54       |       23.06        |
|  2   | 1024 |   4   |  8  |  [2, 1024]   |  1   |  1  | fp16  |       88.88       |      87.91       |      89.91       |       44.12        |
|  8   | 1024 |   4   |  8  |  [8, 1024]   |  1   |  1  | fp16  |       88.89       |      88.32       |      89.83       |       86.24        |
| 128  | 1024 |   4   |  8  | [128, 1024]  |  1   |  1  | fp16  |       89.26       |      88.12       |      89.89       |       23.06        |
| 1024 | 1024 |   4   |  8  | [1024, 1024] |  1   |  1  | fp16  |       88.55       |      86.92       |      89.81       |       44.11        |
| 4096 | 1024 |   4   |  8  | [4096, 1024] |  1   |  1  | fp16  |       89.23       |      88.67       |      89.78       |       86.23        |
|  1   | 8192 |   4   |  8  |  [1, 8192]   |  1   |  1  | fp16  |       89.14       |      88.54       |      89.76       |       170.46       |
|  2   | 8192 |   4   |  8  |  [2, 8192]   |  1   |  1  | fp16  |       88.75       |      87.81       |      89.34       |        4.64        |
|  8   | 8192 |   4   |  8  |  [8, 8192]   |  1   |  1  | fp16  |       89.21       |       88.0       |      89.77       |        7.27        |
| 128  | 8192 |   4   |  8  | [128, 8192]  |  1   |  1  | fp16  |       88.75       |      88.29       |      89.26       |       12.54        |
| 1024 | 8192 |   4   |  8  | [1024, 8192] |  1   |  1  | fp16  |       89.48       |      88.49       |      90.24       |       23.08        |
| 4096 | 8192 |   4   |  8  | [4096, 8192] |  1   |  1  | fp16  |       89.68       |      89.12       |      90.81       |        7.27        |
|  1   |  32  |   0   | 16  |   [1, 32]    |  1   |  1  | fp16  |       88.7        |      87.54       |      89.44       |       12.53        |
|  2   |  32  |   0   | 16  |   [2, 32]    |  1   |  1  | fp16  |       89.07       |      88.03       |      89.73       |       23.07        |
|  8   |  32  |   0   | 16  |   [8, 32]    |  1   |  1  | fp16  |       89.0        |      88.43       |      89.44       |       44.14        |
| 128  |  32  |   0   | 16  |  [128, 32]   |  1   |  1  | fp16  |       87.88       |      86.96       |      88.32       |       12.53        |
| 1024 |  32  |   0   | 16  |  [1024, 32]  |  1   |  1  | fp16  |       88.7        |      88.22       |      89.64       |       23.06        |
| 4096 |  32  |   0   | 16  |  [4096, 32]  |  1   |  1  | fp16  |       88.6        |      87.73       |      89.51       |       44.12        |
|  1   | 128  |   0   | 16  |   [1, 128]   |  1   |  1  | fp16  |       88.23       |      87.37       |      88.92       |       86.24        |
|  2   | 128  |   0   | 16  |   [2, 128]   |  1   |  1  | fp16  |       88.87       |      87.73       |       89.7       |       23.06        |
|  8   | 128  |   0   | 16  |   [8, 128]   |  1   |  1  | fp16  |       88.85       |      88.59       |      89.11       |       44.11        |
| 128  | 128  |   0   | 16  |  [128, 128]  |  1   |  1  | fp16  |       88.13       |      87.59       |      89.01       |       86.23        |
| 1024 | 128  |   0   | 16  | [1024, 128]  |  1   |  1  | fp16  |       88.66       |      87.46       |      89.21       |       170.46       |
| 4096 | 128  |   0   | 16  | [4096, 128]  |  1   |  1  | fp16  |       88.58       |      87.61       |      89.18       |       44.11        |
|  1   | 1024 |   0   | 16  |  [1, 1024]   |  1   |  1  | fp16  |       88.35       |      88.01       |      88.78       |       86.22        |
|  2   | 1024 |   0   | 16  |  [2, 1024]   |  1   |  1  | fp16  |       88.76       |      87.96       |      89.37       |       170.44       |
|  8   | 1024 |   0   | 16  |  [8, 1024]   |  1   |  1  | fp16  |       88.0        |       87.8       |      88.35       |       338.89       |
| 128  | 1024 |   0   | 16  | [128, 1024]  |  1   |  1  | fp16  |       88.43       |      87.32       |       89.2       |       86.22        |
| 1024 | 1024 |   0   | 16  | [1024, 1024] |  1   |  1  | fp16  |       88.72       |      87.93       |      89.46       |       170.44       |
| 4096 | 1024 |   0   | 16  | [4096, 1024] |  1   |  1  | fp16  |       88.52       |      87.59       |      89.57       |       338.87       |
|  1   | 8192 |   0   | 16  |  [1, 8192]   |  1   |  1  | fp16  |       88.45       |      87.78       |      89.06       |       675.74       |
|  2   | 8192 |   0   | 16  |  [2, 8192]   |  1   |  1  | fp16  |       88.68       |      87.49       |      89.41       |        7.27        |
|  8   | 8192 |   0   | 16  |  [8, 8192]   |  1   |  1  | fp16  |       88.54       |      87.84       |       90.1       |       12.53        |
| 128  | 8192 |   0   | 16  | [128, 8192]  |  1   |  1  | fp16  |       88.17       |      87.23       |      89.35       |       23.07        |
| 1024 | 8192 |   0   | 16  | [1024, 8192] |  1   |  1  | fp16  |       88.82       |      87.66       |      89.54       |       44.14        |
| 4096 | 8192 |   0   | 16  | [4096, 8192] |  1   |  1  | fp16  |       88.2        |      87.67       |      88.97       |       12.53        |
|  1   |  32  |   1   | 16  |   [1, 32]    |  1   |  1  | fp16  |       88.17       |      87.77       |      88.84       |       23.06        |
|  2   |  32  |   1   | 16  |   [2, 32]    |  1   |  1  | fp16  |       87.97       |      87.42       |      88.68       |       44.12        |
|  8   |  32  |   1   | 16  |   [8, 32]    |  1   |  1  | fp16  |       87.82       |      87.22       |      88.51       |       86.24        |
| 128  |  32  |   1   | 16  |  [128, 32]   |  1   |  1  | fp16  |       88.13       |       86.8       |      88.64       |       23.06        |
| 1024 |  32  |   1   | 16  |  [1024, 32]  |  1   |  1  | fp16  |       88.64       |      87.94       |       89.2       |       44.11        |
| 4096 |  32  |   1   | 16  |  [4096, 32]  |  1   |  1  | fp16  |       88.09       |      87.23       |      88.88       |       86.23        |
|  1   | 128  |   1   | 16  |   [1, 128]   |  1   |  1  | fp16  |       89.12       |      88.53       |      89.75       |       170.46       |
|  2   | 128  |   1   | 16  |   [2, 128]   |  1   |  1  | fp16  |       87.61       |      86.79       |      87.99       |       44.11        |
|  8   | 128  |   1   | 16  |   [8, 128]   |  1   |  1  | fp16  |       88.36       |       87.6       |      89.54       |       86.22        |
| 128  | 128  |   1   | 16  |  [128, 128]  |  1   |  1  | fp16  |       88.27       |      87.19       |      89.72       |       170.44       |
| 1024 | 128  |   1   | 16  | [1024, 128]  |  1   |  1  | fp16  |       88.1        |      87.51       |      88.49       |       338.89       |
| 4096 | 128  |   1   | 16  | [4096, 128]  |  1   |  1  | fp16  |       88.08       |      87.61       |      88.83       |       86.22        |
|  1   | 1024 |   1   | 16  |  [1, 1024]   |  1   |  1  | fp16  |       88.05       |      87.06       |      88.78       |       170.44       |
|  2   | 1024 |   1   | 16  |  [2, 1024]   |  1   |  1  | fp16  |       87.98       |      87.42       |      88.85       |       338.87       |
|  8   | 1024 |   1   | 16  |  [8, 1024]   |  1   |  1  | fp16  |       88.43       |      87.85       |      88.79       |       675.74       |
| 128  | 1024 |   1   | 16  | [128, 1024]  |  1   |  1  | fp16  |       88.44       |      87.12       |       89.0       |       170.43       |
| 1024 | 1024 |   1   | 16  | [1024, 1024] |  1   |  1  | fp16  |       88.22       |       87.3       |      88.72       |       338.86       |
| 4096 | 1024 |   1   | 16  | [4096, 1024] |  1   |  1  | fp16  |       88.67       |      87.58       |      89.26       |       675.73       |
|  1   | 8192 |   1   | 16  |  [1, 8192]   |  1   |  1  | fp16  |       88.53       |      87.83       |      89.15       |      1349.45       |
|  2   | 8192 |   1   | 16  |  [2, 8192]   |  1   |  1  | fp16  |       88.13       |      87.12       |      88.85       |        2.33        |
|  8   | 8192 |   1   | 16  |  [8, 8192]   |  1   |  1  | fp16  |       88.15       |      86.87       |       89.0       |        2.66        |
| 128  | 8192 |   1   | 16  | [128, 8192]  |  1   |  1  | fp16  |       88.57       |      88.08       |      88.96       |        3.32        |
| 1024 | 8192 |   1   | 16  | [1024, 8192] |  1   |  1  | fp16  |       88.66       |      87.33       |      89.26       |        4.64        |
| 4096 | 8192 |   1   | 16  | [4096, 8192] |  1   |  1  | fp16  |       89.25       |       88.0       |      90.11       |        2.66        |
|  1   |  32  |   4   | 16  |   [1, 32]    |  1   |  1  | fp16  |       87.99       |      87.55       |      88.95       |        3.31        |
|  2   |  32  |   4   | 16  |   [2, 32]    |  1   |  1  | fp16  |       88.42       |      87.69       |      88.94       |        4.63        |
|  8   |  32  |   4   | 16  |   [8, 32]    |  1   |  1  | fp16  |       88.75       |      87.79       |      89.32       |        7.26        |
| 128  |  32  |   4   | 16  |  [128, 32]   |  1   |  1  | fp16  |       87.77       |       87.4       |      88.22       |        3.31        |
| 1024 |  32  |   4   | 16  |  [1024, 32]  |  1   |  1  | fp16  |       88.0        |      86.73       |      88.67       |        4.63        |
| 4096 |  32  |   4   | 16  |  [4096, 32]  |  1   |  1  | fp16  |       88.0        |       87.3       |      88.99       |        7.25        |
|  1   | 128  |   4   | 16  |   [1, 128]   |  1   |  1  | fp16  |       87.68       |      86.48       |      88.21       |        12.5        |
|  2   | 128  |   4   | 16  |   [2, 128]   |  1   |  1  | fp16  |       87.68       |      86.62       |      88.27       |        4.62        |
|  8   | 128  |   4   | 16  |   [8, 128]   |  1   |  1  | fp16  |       87.97       |      87.13       |      88.67       |        7.25        |
| 128  | 128  |   4   | 16  |  [128, 128]  |  1   |  1  | fp16  |       87.51       |      86.73       |      88.53       |       12.49        |
| 1024 | 128  |   4   | 16  | [1024, 128]  |  1   |  1  | fp16  |       87.95       |       87.1       |      88.63       |       22.99        |
| 4096 | 128  |   4   | 16  | [4096, 128]  |  1   |  1  | fp16  |       87.84       |       87.3       |      88.48       |        7.24        |
|  1   | 1024 |   4   | 16  |  [1, 1024]   |  1   |  1  | fp16  |       87.62       |      87.08       |      88.47       |       12.49        |
|  2   | 1024 |   4   | 16  |  [2, 1024]   |  1   |  1  | fp16  |       88.03       |      86.82       |      88.66       |       22.98        |
|  8   | 1024 |   4   | 16  |  [8, 1024]   |  1   |  1  | fp16  |       88.19       |      87.81       |      88.63       |       43.96        |
| 128  | 1024 |   4   | 16  | [128, 1024]  |  1   |  1  | fp16  |       87.93       |      87.16       |      88.36       |       12.49        |
| 1024 | 1024 |   4   | 16  | [1024, 1024] |  1   |  1  | fp16  |       88.27       |      86.92       |      89.15       |       22.98        |
| 4096 | 1024 |   4   | 16  | [4096, 1024] |  1   |  1  | fp16  |       87.65       |      86.79       |      88.14       |       43.95        |
|  1   | 8192 |   4   | 16  |  [1, 8192]   |  1   |  1  | fp16  |       88.4        |      88.05       |      88.92       |        85.9        |
|  2   | 8192 |   4   | 16  |  [2, 8192]   |  1   |  1  | fp16  |       88.06       |      87.44       |      88.75       |        3.31        |
|  8   | 8192 |   4   | 16  |  [8, 8192]   |  1   |  1  | fp16  |       87.61       |      86.56       |      88.39       |        4.63        |
| 128  | 8192 |   4   | 16  | [128, 8192]  |  1   |  1  | fp16  |       88.09       |      87.16       |      88.74       |        7.25        |
| 1024 | 8192 |   4   | 16  | [1024, 8192] |  1   |  1  | fp16  |       88.06       |      87.14       |      88.98       |        12.5        |
| 4096 | 8192 |   4   | 16  | [4096, 8192] |  1   |  1  | fp16  |       87.78       |      87.08       |      88.78       |        4.62        |
|  1   |  32  |   0   | 32  |   [1, 32]    |  1   |  1  | fp16  |       87.79       |      86.97       |      88.39       |        7.25        |
|  2   |  32  |   0   | 32  |   [2, 32]    |  1   |  1  | fp16  |       88.35       |      87.87       |      88.77       |       12.49        |
|  8   |  32  |   0   | 32  |   [8, 32]    |  1   |  1  | fp16  |       87.93       |      87.25       |      88.81       |       22.99        |
| 128  |  32  |   0   | 32  |  [128, 32]   |  1   |  1  | fp16  |       87.74       |      87.21       |      88.55       |        7.24        |
| 1024 |  32  |   0   | 32  |  [1024, 32]  |  1   |  1  | fp16  |       87.99       |       87.4       |      88.75       |       12.49        |
| 4096 |  32  |   0   | 32  |  [4096, 32]  |  1   |  1  | fp16  |       87.82       |      87.31       |      88.22       |       22.98        |
|  1   | 128  |   0   | 32  |   [1, 128]   |  1   |  1  | fp16  |       88.19       |      87.24       |      88.88       |       43.96        |
|  2   | 128  |   0   | 32  |   [2, 128]   |  1   |  1  | fp16  |       88.35       |      87.73       |      88.82       |       12.49        |
|  8   | 128  |   0   | 32  |   [8, 128]   |  1   |  1  | fp16  |       88.61       |      87.36       |      89.12       |       22.98        |
| 128  | 128  |   0   | 32  |  [128, 128]  |  1   |  1  | fp16  |       88.12       |      87.28       |       88.7       |       43.95        |
| 1024 | 128  |   0   | 32  | [1024, 128]  |  1   |  1  | fp16  |       88.2        |      87.69       |      88.94       |        85.9        |
| 4096 | 128  |   0   | 32  | [4096, 128]  |  1   |  1  | fp16  |       88.71       |      87.94       |      89.35       |       22.97        |
|  1   | 1024 |   0   | 32  |  [1, 1024]   |  1   |  1  | fp16  |       88.21       |      87.21       |      89.02       |       43.95        |
|  2   | 1024 |   0   | 32  |  [2, 1024]   |  1   |  1  | fp16  |       87.89       |      86.97       |      88.87       |       85.89        |
|  8   | 1024 |   0   | 32  |  [8, 1024]   |  1   |  1  | fp16  |       88.64       |      86.82       |      89.85       |       169.79       |
| 128  | 1024 |   0   | 32  | [128, 1024]  |  1   |  1  | fp16  |       88.07       |       87.4       |      88.54       |       43.94        |
| 1024 | 1024 |   0   | 32  | [1024, 1024] |  1   |  1  | fp16  |       88.37       |      87.53       |      89.13       |       85.89        |
| 4096 | 1024 |   0   | 32  | [4096, 1024] |  1   |  1  | fp16  |       89.01       |      88.27       |      89.37       |       169.78       |
|  1   | 8192 |   0   | 32  |  [1, 8192]   |  1   |  1  | fp16  |       88.14       |      87.45       |      88.78       |       337.56       |
|  2   | 8192 |   0   | 32  |  [2, 8192]   |  1   |  1  | fp16  |       88.05       |      87.49       |      88.44       |        4.62        |
|  8   | 8192 |   0   | 32  |  [8, 8192]   |  1   |  1  | fp16  |       88.12       |      87.16       |      88.71       |        7.25        |
| 128  | 8192 |   0   | 32  | [128, 8192]  |  1   |  1  | fp16  |       87.79       |      86.89       |      88.48       |       12.49        |
| 1024 | 8192 |   0   | 32  | [1024, 8192] |  1   |  1  | fp16  |       87.91       |       86.9       |      88.79       |       22.99        |
| 4096 | 8192 |   0   | 32  | [4096, 8192] |  1   |  1  | fp16  |       88.19       |      87.59       |       88.6       |        7.24        |
|  1   |  32  |   1   | 32  |   [1, 32]    |  1   |  1  | fp16  |       87.98       |      87.26       |       88.7       |       12.49        |
|  2   |  32  |   1   | 32  |   [2, 32]    |  1   |  1  | fp16  |       87.72       |      86.87       |      88.25       |       22.98        |
|  8   |  32  |   1   | 32  |   [8, 32]    |  1   |  1  | fp16  |       87.84       |      87.18       |      88.93       |       43.96        |
| 128  |  32  |   1   | 32  |  [128, 32]   |  1   |  1  | fp16  |       87.66       |      87.22       |      88.09       |       12.49        |
| 1024 |  32  |   1   | 32  |  [1024, 32]  |  1   |  1  | fp16  |       87.99       |      87.34       |      88.37       |       22.98        |
| 4096 |  32  |   1   | 32  |  [4096, 32]  |  1   |  1  | fp16  |       87.93       |       87.5       |      88.73       |       43.95        |
|  1   | 128  |   1   | 32  |   [1, 128]   |  1   |  1  | fp16  |       87.45       |      87.02       |       87.9       |        85.9        |
|  2   | 128  |   1   | 32  |   [2, 128]   |  1   |  1  | fp16  |       87.89       |      87.22       |      88.55       |       22.97        |
|  8   | 128  |   1   | 32  |   [8, 128]   |  1   |  1  | fp16  |       88.43       |      88.05       |      88.85       |       43.95        |
| 128  | 128  |   1   | 32  |  [128, 128]  |  1   |  1  | fp16  |       87.93       |      87.49       |      88.74       |       85.89        |
| 1024 | 128  |   1   | 32  | [1024, 128]  |  1   |  1  | fp16  |       87.88       |      87.25       |      88.76       |       169.79       |
| 4096 | 128  |   1   | 32  | [4096, 128]  |  1   |  1  | fp16  |       88.16       |      87.07       |      88.76       |       43.94        |
|  1   | 1024 |   1   | 32  |  [1, 1024]   |  1   |  1  | fp16  |       87.59       |      86.91       |      88.17       |       85.89        |
|  2   | 1024 |   1   | 32  |  [2, 1024]   |  1   |  1  | fp16  |       87.86       |      87.17       |      88.53       |       169.78       |
|  8   | 1024 |   1   | 32  |  [8, 1024]   |  1   |  1  | fp16  |       88.28       |      87.57       |      88.84       |       337.56       |
| 128  | 1024 |   1   | 32  | [128, 1024]  |  1   |  1  | fp16  |       87.83       |      87.25       |      88.48       |       85.89        |
| 1024 | 1024 |   1   | 32  | [1024, 1024] |  1   |  1  | fp16  |       87.9        |      86.79       |      88.63       |       169.78       |
| 4096 | 1024 |   1   | 32  | [4096, 1024] |  1   |  1  | fp16  |       88.71       |      87.31       |      89.37       |       337.55       |
|  1   | 8192 |   1   | 32  |  [1, 8192]   |  1   |  1  | fp16  |       88.09       |      87.45       |      88.82       |       673.1        |
|  2   | 8192 |   1   | 32  |  [2, 8192]   |  1   |  1  | fp16  |       88.18       |      87.53       |      88.96       |        2.49        |
|  8   | 8192 |   1   | 32  |  [8, 8192]   |  1   |  1  | fp16  |       87.79       |      87.19       |      88.29       |        2.99        |
| 128  | 8192 |   1   | 32  | [128, 8192]  |  1   |  1  | fp16  |       88.33       |      87.58       |      88.78       |        3.98        |
| 1024 | 8192 |   1   | 32  | [1024, 8192] |  1   |  1  | fp16  |       88.62       |      88.03       |      89.28       |        5.96        |
| 4096 | 8192 |   1   | 32  | [4096, 8192] |  1   |  1  | fp16  |       87.86       |      87.08       |      88.34       |        2.99        |
|  1   |  32  |   4   | 32  |   [1, 32]    |  1   |  1  | fp16  |       88.37       |      87.61       |      89.26       |        3.97        |
|  2   |  32  |   4   | 32  |   [2, 32]    |  1   |  1  | fp16  |       88.39       |      87.76       |      88.83       |        5.94        |
|  8   |  32  |   4   | 32  |   [8, 32]    |  1   |  1  | fp16  |       88.14       |       87.2       |      89.44       |        9.89        |
| 128  |  32  |   4   | 32  |  [128, 32]   |  1   |  1  | fp16  |       88.2        |      87.59       |      88.95       |        3.97        |
| 1024 |  32  |   4   | 32  |  [1024, 32]  |  1   |  1  | fp16  |       88.29       |       87.1       |       88.9       |        5.94        |
| 4096 |  32  |   4   | 32  |  [4096, 32]  |  1   |  1  | fp16  |       87.19       |      86.78       |      87.64       |        9.88        |
|  1   | 128  |   4   | 32  |   [1, 128]   |  1   |  1  | fp16  |       88.01       |      87.59       |      88.51       |       17.75        |
|  2   | 128  |   4   | 32  |   [2, 128]   |  1   |  1  | fp16  |       87.42       |      86.95       |      87.67       |        5.94        |
