Test Case: L40S_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  256  | 512  | N/A |  0  |  8  |   1   |  1   |    [[256, 512]]    | bf16  |       1.41       |       1.45        |       1.48       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.52%     |
|  512  | 512  | N/A |  0  |  8  |   1   |  1   |    [[512, 512]]    | bf16  |       1.4        |       1.44        |       1.46       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    43.34%     |
| 1024  | 512  | N/A |  0  |  8  |   1   |  1   |   [[1024, 512]]    | bf16  |       1.41       |       1.43        |       1.48       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    86.07%     |
| 2048  | 512  | N/A |  0  |  8  |   1   |  1   |   [[2048, 512]]    | bf16  |       1.4        |       1.43        |       1.49       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    173.38%    |
| 4096  | 512  | N/A |  0  |  8  |   1   |  1   |   [[4096, 512]]    | bf16  |       1.39       |       1.42        |       1.45       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    349.25%    |
| 8192  | 512  | N/A |  0  |  8  |   1   |  1   |   [[8192, 512]]    | bf16  |       3.01       |       3.06        |       3.14       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    322.56%    |
| 16384 | 512  | N/A |  0  |  8  |   1   |  1   |   [[16384, 512]]   | bf16  |       1.39       |       1.44        |       1.47       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1396.98%    |
| 32768 | 512  | N/A |  0  |  8  |   1   |  1   |   [[32768, 512]]   | bf16  |       1.38       |       1.41        |       1.44       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2814.21%    |
|  32   | 768  | N/A |  0  |  8  |   1   |  1   |    [[32, 768]]     | bf16  |       1.39       |       1.42        |       1.46       |        2.07        | 0.00e+00 | 2.46e+04 |        0%        |     4.09%     |
|  64   | 768  | N/A |  0  |  8  |   1   |  1   |    [[64, 768]]     | bf16  |       1.36       |       1.41        |       1.45       |        2.14        | 0.00e+00 | 4.92e+04 |        0%        |     8.37%     |
|  128  | 768  | N/A |  0  |  8  |   1   |  1   |    [[128, 768]]    | bf16  |       1.38       |       1.42        |       1.45       |        2.28        | 0.00e+00 | 9.83e+04 |        0%        |    16.49%     |
|  256  | 768  | N/A |  0  |  8  |   1   |  1   |    [[256, 768]]    | bf16  |       1.37       |       1.42        |       1.46       |        2.57        | 0.00e+00 | 1.97e+05 |        0%        |    33.22%     |
|  512  | 768  | N/A |  0  |  8  |   1   |  1   |    [[512, 768]]    | bf16  |       1.4        |       1.41        |       1.43       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    65.02%     |
| 1024  | 768  | N/A |  0  |  8  |   1   |  1   |   [[1024, 768]]    | bf16  |       1.38       |       1.41        |       1.45       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    131.92%    |
| 2048  | 768  | N/A |  0  |  8  |   1   |  1   |   [[2048, 768]]    | bf16  |       1.43       |       1.45        |       1.5        |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    254.61%    |
| 4096  | 768  | N/A |  0  |  8  |   1   |  1   |   [[4096, 768]]    | bf16  |       1.38       |       1.42        |       1.45       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    527.67%    |
| 8192  | 768  | N/A |  0  |  8  |   1   |  1   |   [[8192, 768]]    | bf16  |       1.41       |       1.44        |       1.48       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |   1032.88%    |
| 16384 | 768  | N/A |  0  |  8  |   1   |  1   |   [[16384, 768]]   | bf16  |       1.39       |       1.43        |       1.49       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2095.48%    |
| 32768 | 768  | N/A |  0  |  8  |   1   |  1   |   [[32768, 768]]   | bf16  |       1.4        |       1.42        |       1.44       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4161.02%    |
|  32   | 2048 | N/A |  0  |  8  |   1   |  1   |    [[32, 2048]]    | bf16  |       1.39       |       1.43        |       1.46       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.91%     |
|  64   | 2048 | N/A |  0  |  8  |   1   |  1   |    [[64, 2048]]    | bf16  |       1.39       |       1.41        |       1.44       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.83%     |
|  128  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[128, 2048]]    | bf16  |       1.4        |       1.45        |       1.49       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    43.34%     |
|  256  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[256, 2048]]    | bf16  |       1.38       |       1.41        |       1.44       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    87.94%     |
|  512  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[512, 2048]]    | bf16  |       1.39       |       1.42        |       1.44       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    174.62%    |
| 1024  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[1024, 2048]]   | bf16  |       1.37       |        1.4        |       1.44       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    354.34%    |
| 2048  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[2048, 2048]]   | bf16  |       1.44       |        1.5        |       1.54       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    674.24%    |
| 4096  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[4096, 2048]]   | bf16  |       1.37       |       1.44        |       1.53       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1417.38%    |
| 8192  | 2048 | N/A |  0  |  8  |   1   |  1   |   [[8192, 2048]]   | bf16  |       1.4        |       1.44        |       1.48       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2774.01%    |
| 16384 | 2048 | N/A |  0  |  8  |   1   |  1   |  [[16384, 2048]]   | bf16  |       1.37       |       1.41        |       1.45       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5669.51%    |
| 32768 | 2048 | N/A |  0  |  8  |   1   |  1   |  [[32768, 2048]]   | bf16  |       1.4        |       1.42        |       1.46       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   11096.04%   |
|  32   | 3072 | N/A |  0  |  8  |   1   |  1   |    [[32, 3072]]    | bf16  |       1.41       |       1.43        |       1.44       |        2.28        | 0.00e+00 | 9.83e+04 |        0%        |    16.14%     |
|  64   | 3072 | N/A |  0  |  8  |   1   |  1   |    [[64, 3072]]    | bf16  |       1.4        |       1.53        |       1.72       |        2.57        | 0.00e+00 | 1.97e+05 |        0%        |    32.51%     |
|  128  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[128, 3072]]    | bf16  |       1.38       |       1.42        |       1.46       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    65.96%     |
|  256  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[256, 3072]]    | bf16  |       1.4        |       1.43        |       1.48       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    130.03%    |
|  512  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[512, 3072]]    | bf16  |       1.41       |       1.43        |       1.46       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    258.22%    |
| 1024  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[1024, 3072]]   | bf16  |       1.39       |       1.42        |       1.47       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    523.87%    |
| 2048  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[2048, 3072]]   | bf16  |       1.39       |       1.44        |       1.49       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |   1047.74%    |
| 4096  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[4096, 3072]]   | bf16  |       1.41       |       1.43        |       1.49       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2065.75%    |
| 8192  | 3072 | N/A |  0  |  8  |   1   |  1   |   [[8192, 3072]]   | bf16  |       1.41       |       1.44        |       1.47       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4131.51%    |
| 16384 | 3072 | N/A |  0  |  8  |   1   |  1   |  [[16384, 3072]]   | bf16  |       1.41       |       1.43        |       1.45       |       147.64       | 0.00e+00 | 5.03e+07 |        0%        |   8263.01%    |
| 32768 | 3072 | N/A |  0  |  8  |   1   |  1   |  [[32768, 3072]]   | bf16  |       1.38       |       1.42        |       1.45       |       293.27       | 0.00e+00 | 1.01e+08 |        0%        |   16885.28%   |
|  32   | 4096 | N/A |  0  |  8  |   1   |  1   |    [[32, 4096]]    | bf16  |       1.41       |       1.44        |       1.47       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.52%     |
|  64   | 4096 | N/A |  0  |  8  |   1   |  1   |    [[64, 4096]]    | bf16  |       1.4        |       1.42        |       1.46       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    43.34%     |
|  128  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[128, 4096]]    | bf16  |       1.4        |       1.42        |       1.44       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    86.69%     |
|  256  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[256, 4096]]    | bf16  |       1.39       |       1.43        |       1.46       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    174.62%    |
|  512  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[512, 4096]]    | bf16  |       1.38       |       1.43        |       1.52       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    351.78%    |
| 1024  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[1024, 4096]]   | bf16  |       1.37       |        1.4        |       1.45       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    708.69%    |
| 2048  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[2048, 4096]]   | bf16  |       1.39       |       1.44        |       1.52       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1396.98%    |
| 4096  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[4096, 4096]]   | bf16  |       1.39       |       1.42        |       1.44       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2793.97%    |
| 8192  | 4096 | N/A |  0  |  8  |   1   |  1   |   [[8192, 4096]]   | bf16  |       1.41       |       1.44        |       1.47       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5508.67%    |
| 16384 | 4096 | N/A |  0  |  8  |   1   |  1   |  [[16384, 4096]]   | bf16  |       1.41       |       1.44        |       1.47       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   11017.35%   |
| 32768 | 4096 | N/A |  0  |  8  |   1   |  1   |  [[32768, 4096]]   | bf16  |       1.41       |       1.46        |       1.51       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   22034.69%   |
|  32   | 8192 | N/A |  0  |  8  |   1   |  1   |    [[32, 8192]]    | bf16  |       1.4        |       1.43        |       1.47       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    43.34%     |
|  64   | 8192 | N/A |  0  |  8  |   1   |  1   |    [[64, 8192]]    | bf16  |       1.38       |       1.42        |       1.46       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    87.94%     |
|  128  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[128, 8192]]    | bf16  |       1.37       |        1.4        |       1.42       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    177.17%    |
|  256  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[256, 8192]]    | bf16  |       1.39       |       1.41        |       1.43       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    349.25%    |
|  512  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[512, 8192]]    | bf16  |       1.37       |       1.41        |       1.46       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    708.69%    |
| 1024  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[1024, 8192]]   | bf16  |       1.39       |       1.42        |       1.45       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1396.98%    |
| 2048  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[2048, 8192]]   | bf16  |       1.39       |       1.42        |       1.46       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2793.97%    |
| 4096  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[4096, 8192]]   | bf16  |       1.37       |       1.41        |       1.46       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5669.51%    |
| 8192  | 8192 | N/A |  0  |  8  |   1   |  1   |   [[8192, 8192]]   | bf16  |       1.38       |       1.41        |       1.48       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   11256.85%   |
| 16384 | 8192 | N/A |  0  |  8  |   1   |  1   |  [[16384, 8192]]   | bf16  |       1.38       |        1.4        |       1.42       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   22513.71%   |
| 32768 | 8192 | N/A |  0  |  8  |   1   |  1   |  [[32768, 8192]]   | bf16  |       1.39       |       1.42        |       1.46       |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |   44703.48%   |
|  32   |  32  | N/A |  0  |  8  |   4   |  1   |     [[32, 32]]     | bf16  |       1.41       |       1.43        |       1.46       |        2.0         | 0.00e+00 | 1.02e+03 |        0%        |     0.17%     |
|  64   |  32  | N/A |  0  |  8  |   4   |  1   |     [[64, 32]]     | bf16  |       1.38       |       1.41        |       1.44       |        2.01        | 0.00e+00 | 2.05e+03 |        0%        |     0.34%     |
|  128  |  32  | N/A |  0  |  8  |   4   |  1   |    [[128, 32]]     | bf16  |       1.39       |        1.4        |       1.44       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.68%     |
|  256  |  32  | N/A |  0  |  8  |   4   |  1   |    [[256, 32]]     | bf16  |       1.38       |       1.43        |       1.49       |        2.02        | 0.00e+00 | 8.19e+03 |        0%        |     1.37%     |
|  512  |  32  | N/A |  0  |  8  |   4   |  1   |    [[512, 32]]     | bf16  |       1.37       |        1.4        |       1.42       |        2.05        | 0.00e+00 | 1.64e+04 |        0%        |     2.77%     |
| 1024  |  32  | N/A |  0  |  8  |   4   |  1   |    [[1024, 32]]    | bf16  |       1.37       |        1.4        |       1.43       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     5.54%     |
| 2048  |  32  | N/A |  0  |  8  |   4   |  1   |    [[2048, 32]]    | bf16  |       1.39       |       1.44        |       1.51       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.91%     |
| 4096  |  32  | N/A |  0  |  8  |   4   |  1   |    [[4096, 32]]    | bf16  |       1.38       |       1.41        |       1.44       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.99%     |
| 8192  |  32  | N/A |  0  |  8  |   4   |  1   |    [[8192, 32]]    | bf16  |       1.38       |       1.46        |       1.56       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    43.97%     |
| 16384 |  32  | N/A |  0  |  8  |   4   |  1   |   [[16384, 32]]    | bf16  |       1.37       |       1.42        |       1.46       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    88.59%     |
| 32768 |  32  | N/A |  0  |  8  |   4   |  1   |   [[32768, 32]]    | bf16  |       1.39       |       1.43        |       1.48       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    174.62%    |
